Rapo2011hierarkia Taso 00 - Avain - Category Code,Rapo2011hierarkia Taso 00 - Avain - Pitkä nimi,Rapo2011hierarkia Taso 03 - Avain - Category Code,Rapo2011hierarkia Taso 03 - Avain - Pitkä nimi,Rapo2011hierarkia Taso 05 - Avain - Category Code,Rapo2011hierarkia Taso 05 - Avain - Pitkä nimi,Summataso3 - Category Code,Summataso3 - Pitkä nimi,Tilinumero Taso 0 - Avain - Pitkä nimi,Tilinumero Taso 0 - Avain - Category Code,Budjetti eur,Toteuma eur
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Palvelujen ostot,Palvelujen ostot,TILI/442000 Matkustus- ja kuljetuspalvelut,TILI/442000,101 900,99 160
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Palvelujen ostot,Palvelujen ostot,TILI/443000 Sosiaali- ja terveyspalvelut,TILI/443000,1 000,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Palvelujen ostot,Palvelujen ostot,TILI/444000 Opetus- ja kulttuuripalvelut,TILI/444000,10 000,3 527
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Palvelujen ostot,Palvelujen ostot,"TILI/950100 Sis.toimisto-, pankki- ja asiantuntijapalvelut",TILI/950100,65 710,67 878
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Palvelujen ostot,Palvelujen ostot,TILI/950300 Sis.posti- ja telepalvelut,TILI/950300,9 990,9 990
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Palvelujen ostot,Palvelujen ostot,TILI/950400 Sis.puhtaanapito- ja pesulapalvelut,TILI/950400,88 848,88 848
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Palvelujen ostot,Palvelujen ostot,TILI/950800 Sis.matkustus- ja kuljetuspalvelut,TILI/950800,0,3
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/450000 Toimisto- ja koulutarvikkeet,TILI/450000,45 200,49 793
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/451000 Kirjallisuus,TILI/451000,3 100,2 599
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/452000 Elintarvikkeet,TILI/452000,2 500,5 996
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/453000 Vaatteisto,TILI/453000,200,308
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/455000 Siivous- ja puhdistusaineet,TILI/455000,1 600,2 195
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/457200 Sähkö,TILI/457200,1 400,1 705
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/458000 Kalusto,TILI/458000,10 000,20 990
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/460000 Muu materiaali,TILI/460000,6 000,6 872
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/465000 Saadut käteisalennukset,TILI/465000,0,-26
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/960100 Sis.toimisto- ja koulutarvikkeet,TILI/960100,0,785
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/960200 Sis.kirjallisuus,TILI/960200,0,160
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Avustukset,Avustukset,TILI/474000 Avustukset yhteisöille,TILI/474000,3 000,3 420
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Muut toimintakulut,Muut toimintakulut,TILI/482000 Rakennusten ja huoneistojen vuokrat,TILI/482000,83 528,86 656
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Muut toimintakulut,Muut toimintakulut,TILI/484000 Koneiden ja laitteiden vuokrat,TILI/484000,2 800,8 563
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Muut toimintakulut,Muut toimintakulut,TILI/486000 Muut vuokrat,TILI/486000,4 000,377
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Muut toimintakulut,Muut toimintakulut,TILI/490000 Välilliset verot,TILI/490000,0,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Muut toimintakulut,Muut toimintakulut,TILI/493000 Luottotappiot,TILI/493000,0,2 468
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Muut toimintakulut,Muut toimintakulut,TILI/494000 Jäsenmaksut,TILI/494000,2 650,3 319
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Muut toimintakulut,Muut toimintakulut,TILI/495000 Muut kulut,TILI/495000,43 250,41 967
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Muut toimintakulut,Muut toimintakulut,TILI/980200 Sis.rakennusten ja huoneistojen vuokrat,TILI/980200,560 722,565 394
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Muut toimintakulut,Muut toimintakulut,TILI/980300 Sis.koneiden ja laitteiden vuokrat/meno,TILI/980300,0,40
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Muut toimintakulut,Muut toimintakulut,TILI/980400 Sis.muut vuokrat,TILI/980400,50,509
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR430.11,Aikuiskoulutus ja ta,Muut toimintakulut,Muut toimintakulut,TILI/980500 Sis.muut kulut,TILI/980500,0,50
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Myyntituotot,Myyntituotot,TILI/314000 Muut myyntituotot,TILI/314000,-3 000,-8 316
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Myyntituotot,Myyntituotot,TILI/900500 Sis.muut myyntituotot,TILI/900500,0,-17 093
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Maksutuotot,Maksutuotot,TILI/327000 Lukukausimaksut,TILI/327000,-93 000,-90 057
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Maksutuotot,Maksutuotot,TILI/327500 Muut opetus- ja kulttuuritoimen maksut,TILI/327500,-24 193,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Tuet ja avustukset,Tuet ja avustukset,TILI/330000 Työllistämistuki,TILI/330000,0,-9 250
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Tuet ja avustukset,Tuet ja avustukset,TILI/333000 Muut tuet ja avustukset,TILI/333000,-265 000,-295 205
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Tuet ja avustukset,Tuet ja avustukset,TILI/920100 Sis.muut tuet ja avustukset,TILI/920100,-14 000,-14 000
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintatuotot,Muut toimintatuotot,TILI/346000 Muut vuokratuotot,TILI/346000,-14 607,-9 783
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintatuotot,Muut toimintatuotot,TILI/352700 Saadut luottotappiot,TILI/352700,0,-655
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintatuotot,Muut toimintatuotot,TILI/353000 Muut tuotot,TILI/353000,-300,-17 732
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintatuotot,Muut toimintatuotot,TILI/930400 Sis.muut vuokratuotot,TILI/930400,0,-443
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintatuotot,Muut toimintatuotot,TILI/930500 Sis.muut tuotot,TILI/930500,0,-4 240
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/400000 Maksetut palkat ja palkkiot,TILI/400000,735 876,740 235
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/406000 Jaksotetut palkat ja palkkiot,TILI/406000,0,655
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/410000 KuEL-maksut/Palkkaperusteiset maksut,TILI/410000,117 700,118 737
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/410100 KuEL-maksut/Eläkemenoperusteiset maksut,TILI/410100,116 506,116 506
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/410200 KuEL-maksutVarhe-maksut,TILI/410200,17,17
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/413000 Jaksotetut eläkekulut,TILI/413000,0,107
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/415000 Kansaneläke- ja sairausvakuutusmaksut,TILI/415000,16 100,15 601
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/416000 Työttömyysvakuutusmaksut,TILI/416000,23 800,23 536
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/417000 Tapaturmavakuutusmaksut (sisäinen),TILI/417000,2 700,2 738
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/418000 Muut sosiaalivakuutusmaksut,TILI/418000,1 100,1 108
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/419000 Jaksotetut sosiaalivakuutusmaksut,TILI/419000,0,-2 421
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/423000 Sairausvakuutuskorvaukset,TILI/423000,0,-18 481
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Henkilöstökulut,Henkilöstökulut,TILI/426100 SV-päivärahojen sotu-maksut,TILI/426100,0,-392
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,"TILI/434000 Toimisto-, pankki- ja asiantuntijapalvelut",TILI/434000,7 525,5 347
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/435000 Painatukset ja ilmoitukset,TILI/435000,31 420,28 990
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/436000 Posti- ja telepalvelut,TILI/436000,1 507,3 677
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/437000 Vakuutukset,TILI/437000,0,504
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/438000 Puhtaanapito- ja pesulapalvelut,TILI/438000,0,134
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,"TILI/440000 Koneiden, kaluston ja laitteiden rakentamis- ja ku",TILI/440000,425,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/441000 Majoitus- ja ravitsemispalvelut,TILI/441000,8 520,18 410
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/442000 Matkustus- ja kuljetuspalvelut,TILI/442000,19 330,25 956
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/444000 Opetus- ja kulttuuripalvelut,TILI/444000,3 177,1 650
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/447000 Muut palvelut,TILI/447000,106 962,70 047
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,"TILI/950100 Sis.toimisto-, pankki- ja asiantuntijapalvelut",TILI/950100,26 632,25 907
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/950200 Sis.painatukset ja ilmoitukset,TILI/950200,0,1 200
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/950300 Sis.posti- ja telepalvelut,TILI/950300,2 810,2 849
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/950400 Sis.puhtaanapito- ja pesulapalvelut,TILI/950400,19 776,19 775
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/950700 Sis.majoitus- ja ravitsemispalvelut,TILI/950700,0,45
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/951200 Sis.muut palvelut,TILI/951200,0,6 286
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Palvelujen ostot,Palvelujen ostot,TILI/430000 Asiakaspalvelujen ostot,TILI/430000,551 000,551 000
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/450000 Toimisto- ja koulutarvikkeet,TILI/450000,2 335,1 579
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/451000 Kirjallisuus,TILI/451000,2 230,2 678
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/452000 Elintarvikkeet,TILI/452000,650,1 123
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/455000 Siivous- ja puhdistusaineet,TILI/455000,650,797
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/456000 Poltto- ja voiteluaineet,TILI/456000,0,125
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/457200 Sähkö,TILI/457200,2 350,167
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/458000 Kalusto,TILI/458000,7 200,19 765
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/460000 Muu materiaali,TILI/460000,22 830,20 139
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/465000 Saadut käteisalennukset,TILI/465000,0,-18
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/961400 Sis.muu materiaali,TILI/961400,0,165
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Avustukset,Avustukset,TILI/473000 Muut avustukset kotitalouksille,TILI/473000,30 000,27 475
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Avustukset,Avustukset,TILI/474000 Avustukset yhteisöille,TILI/474000,1 184 300,1 183 350
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintakulut,Muut toimintakulut,TILI/482000 Rakennusten ja huoneistojen vuokrat,TILI/482000,5 000,7 278
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintakulut,Muut toimintakulut,TILI/484000 Koneiden ja laitteiden vuokrat,TILI/484000,3 230,2 350
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintakulut,Muut toimintakulut,TILI/486000 Muut vuokrat,TILI/486000,1 000,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintakulut,Muut toimintakulut,TILI/493000 Luottotappiot,TILI/493000,0,303
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintakulut,Muut toimintakulut,TILI/495000 Muut kulut,TILI/495000,19 951,34 780
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintakulut,Muut toimintakulut,TILI/980200 Sis.rakennusten ja huoneistojen vuokrat,TILI/980200,212 114,216 169
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR440.11,Kulttuuripalvelut,Muut toimintakulut,Muut toimintakulut,TILI/980500 Sis.muut kulut,TILI/980500,0,3 486
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR441.11,Kirjastopalvelut,Myyntituotot,Myyntituotot,TILI/314000 Muut myyntituotot,TILI/314000,-30 000,-33 150
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR441.11,Kirjastopalvelut,Maksutuotot,Maksutuotot,TILI/327500 Muut opetus- ja kulttuuritoimen maksut,TILI/327500,-26 000,-21 333
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL400.11,Sivistyspalvelut,1111MR441.11,Kirjastopalvelut,Tuet ja avustukset,Tuet ja avustukset,TILI/330500 Valtion korvaus kuntouttavasta työtoiminnasta,TILI/330500,0,-80
